,dst_dst,dst_dst_delta_1h,dst_dst_delta_3h,dst_dst_delta_6h,dst_dst_negative_flag,dst_dst_recovery_flag,dst_dst_min_6h,dst_dst_mean_6h,dst_dst_slope_6h,dst_dst_neg_frac_6h,kp_kp,kp_kp_delta_1h,kp_kp_delta_3h,kp_kp_delta_6h,kp_kp_ge5_flag,kp_kp_entered_storm,kp_kp_max_6h,kp_kp_mean_6h,kp_kp_ge5_frac_6h,kp_kp_slope_6h,sunspot_ssn,sunspot_log_ssn,sunspot_ssn_slope_27d,sunspot_ssn_anomaly_81d,sunspot_ssn_mean_1944h,sunspot_ssn_std_1944h,sunspot_ssn_trend_1296h,sunspot_ssn_anomaly_frac_1944h,cme_hours_since_last_cme,cme_last_cme_v_med,cme_effective_width,cme_cme_overtaking_flag,cme_cme_influence_exp,cme_last_cme_shock_proxy,cme_min_hours_since_last_cme_6h,cme_max_last_cme_v_med_12h,cme_mean_cme_influence_exp_12h,cme_max_last_cme_shock_proxy_6h,imf_solar_wind_density,imf_solar_wind_speed,imf_solar_wind_temperature,imf_solar_wind_density_source_id,imf_solar_wind_speed_source_id,imf_solar_wind_temperature_source_id,imf_solar_wind_bx_gse,imf_solar_wind_by_gse,imf_solar_wind_bz_gse,imf_solar_wind_bt,imf_solar_wind_bx_gse_source_id,imf_solar_wind_by_gse_source_id,imf_solar_wind_bz_gse_source_id,imf_solar_wind_bt_source_id,imf_solar_wind_bx_gse_missing_flag,imf_solar_wind_by_gse_missing_flag,imf_solar_wind_bz_gse_missing_flag,imf_solar_wind_bt_missing_flag,imf_solar_wind_speed_missing_flag,imf_solar_wind_density_missing_flag,imf_solar_wind_temperature_missing_flag,imf_solar_wind_clock_angle,imf_solar_wind_newell_dphi_dt,imf_solar_wind_ey,imf_solar_wind_dynamic_pressure,imf_solar_wind_delta_bz,imf_solar_wind_bz_min_6h,imf_solar_wind_bz_south_frac_6h,imf_solar_wind_newell_int_6h,imf_solar_wind_ey_mean_6h,imf_solar_wind_pdyn_max_6h,radio_flux_f107,radio_flux_log_f107,radio_flux_df107_24h,radio_flux_f107_anomaly_27d,radio_flux_f107_mean_24h,radio_flux_f107_delta_24h,radio_flux_f107_std_72h,radio_flux_log_f107_mean_24h,radio_flux_f107_anomaly_72h
kp_kp,-0.5134128702988595,-0.09895221092133692,-0.16794501573515672,-0.21034239613809583,0.21656444380153295,0.2415525682470833,-0.5318184508897345,-0.46603144909777766,-0.19357842991992424,0.20845658785556495,1.0,0.17736982635558504,0.30721355098329656,0.3906784043291137,0.4995562302678503,0.17639610161500976,0.9014260223710535,0.9096043933766932,0.5077036983906669,0.3523805161252768,0.185143650454165,0.1986881090630165,0.028172867105385125,,0.2080329563698965,0.26816440659032964,0.003891289415498187,0.014996537556624716,-0.08154429509099512,0.0369334808293432,0.011484380598141889,0.021490726192170313,0.09301750559699466,-0.01036708418268733,-0.08486373681728492,0.03157410485202842,0.10283067468662167,-0.014207912853773454,0.32135660111742426,0.5262823697763317,0.4863995800911803,0.29145236936887664,0.015653427724459257,0.27722323220303785,-0.035314024145485776,0.03619887023539962,-0.049145724198500364,0.5635396333664835,0.020263885053976312,0.020263885053976312,0.020263885053976312,0.02070660863464907,-0.02034362022937442,-0.02034362022937442,-0.02034362022937442,-0.004703379149461791,0.01008178351839627,-0.31024698267329015,-0.297545796826757,0.035001061560508674,0.08078568880351611,0.052099638264001435,0.5485176789364525,0.0092746164123186,-0.08171813262814799,0.05096010982351993,0.024578669426424674,0.06997722844883736,0.5854715296744767,0.20253408919732604,0.21533029594402456,0.004334190495808257,,0.2060649583922998,0.0043341904958082555,0.1572093391007994,0.21602486492011477,0.0024072823706857145
kp_kp_delta_1h,0.09397565229589229,0.0065032001230809116,0.04543582449382906,0.0677101203515875,-0.06680818909886503,-0.05083157505228648,0.08295105336792849,0.0767968534504145,0.07706444328413117,-0.05079524448959837,0.17736982635558504,1.0,0.5773502691788108,0.3670901784254294,0.08902131624627675,0.22530471511855305,-0.018860824065330604,-0.1017501733354978,-0.05585894058543602,0.2295085205587401,-0.0002040262426866654,-9.086092812751598e-05,0.0001815670336641051,,4.653041293528583e-05,-4.218833822833564e-06,-0.0002905662247290942,-3.148728221393839e-05,-0.0015953139800207608,-0.00039977584999919234,0.0003007269410248125,3.665697530344081e-05,0.0020770230361963943,-0.0004266509187710011,-0.0023830150005573806,-0.00012637493105272643,0.0013131003311904544,-0.00045931014302980365,-0.001350671097658152,-0.027987164773144425,-0.012801843875335858,-0.005448655613455185,-0.0002950192113797436,-0.006888681531431079,0.0027327758873272497,-0.0026810109184628493,-0.023471511958952265,0.04277656543184471,-0.00025497695360444434,-0.00025497695360444434,-0.00025497695360444434,-0.0005896876517121761,0.00033952510814113843,0.00033952510814113843,0.00033952510814113843,0.0008243667061412065,0.0005414639954300351,0.00621566526492883,0.00818555043325597,0.0002021198236157964,0.01408659903905579,0.02308518329314096,0.04288872802763692,-0.0048305914245704955,-0.0022846591171333842,0.00022542390945131578,-0.00017558462390516687,-0.0007179944270651728,0.007414667025273972,-0.0008350130236203802,-0.00037781842826458106,-0.0036203026850291334,,-0.00020686480564606217,-0.003620302685029133,-0.0007659509539895623,-8.604511186720116e-05,-0.00244136699364547
kp_kp_delta_3h,0.13469684768569054,-0.05464575959002003,-0.008263277438272347,0.06804172979555818,-0.10108948656096595,-0.10003521724865802,0.13837273100895991,0.1396923603304073,0.06125330079364131,-0.10076411758443574,0.30721355098329656,0.5773502691788108,1.0,0.6358188400042739,0.1541894426980963,0.13007939515041336,-0.02021369657269357,-0.08812212990454504,-0.04542007005095589,0.7454212725000632,-0.0003533838184172956,-0.00015737574394266235,0.0003144833272916885,,8.053490583176761e-05,-4.321201913479282e-06,-0.0005032754642036885,-4.7330543570455664e-05,-0.0005249604540826245,-0.0007284254379535773,0.0010318763836372306,9.159629244818231e-05,0.0015603594403158674,-0.0004167814176285523,-0.0016828116323582324,-0.0004670592725260904,0.0024902925595763114,-0.0006266467468538522,0.001333141838591702,-0.0377735958553121,-0.0034848594739056733,-0.006987065769164654,-0.0004970878991804993,-0.007952905015897866,0.0028368885481500424,-0.0012598804354328123,-0.029294874495646717,0.09673679691219274,-0.0005556634947445249,-0.0005556634947445249,-0.0005556634947445249,-0.0008754287103971531,0.0005553549571839724,0.0005553549571839724,0.0005553549571839724,0.0007930363847296187,0.0008653801044744454,0.007889355395419937,0.00891078530512212,0.0018440924785243014,0.017993741648121144,0.0290376612254489,0.0917940949038792,0.00799201113183533,-0.013893124768412982,0.007432728754008,0.00013797606691650423,0.012240740027340455,0.04171728531829508,8.442475461875171e-05,6.638005328555887e-05,-0.0002073960672078184,,-0.00035047821255668524,-0.00020739606720782008,-0.0012501948413961303,-0.00014286869945684795,0.0009239130515199946
kp_kp_delta_6h,0.14064696467971913,-0.10944057552615921,-0.14660779896072923,-0.058240047867304606,-0.12013944402025657,-0.13226472422118998,0.1710179472532172,0.20025243231884743,-0.09550354801288859,-0.15817015499772297,0.3906784043291137,0.3670901784254294,0.6358188400042739,1.0,0.211014763474361,0.11878334553414334,0.07448775099366496,0.06929574788795409,0.04896073200226688,0.8502105627782647,-0.00010162691469215664,3.815143684925999e-05,0.00197195629287117,,0.0001260782717481132,-5.981849097979086e-07,0.00017669649988153238,-6.187595043490687e-05,0.0023693530448357434,-0.001264526486569955,0.0023371467462416666,0.0003535900123278827,-0.0005798246377873487,-0.0007185266525479727,0.0012207017489371758,-0.0011676228889710507,0.003632714159150831,-0.001245242527130403,0.004686425746681803,-0.045255258398343746,0.019210910262988424,-0.008932457493191834,-0.0019342783442284365,-0.008366407083636044,0.0016129695427659744,-0.0009908370278910944,-0.027903466669495523,0.1693776703067282,-0.0008203258877321486,-0.0008203258877321486,-0.0008203258877321486,-0.0012217008891510423,0.0007044896267793922,0.0007044896267793922,0.0007044896267793922,0.00087132885881272,0.0031025582351172157,0.009595327556092775,0.009089741119643448,0.001761845227982407,0.018000168557896653,0.027797348748091078,0.15159814075595168,0.009527192273505349,-0.032441033200967494,0.017052106710411494,0.000526343818020663,0.03126924465279746,0.11285472337662239,0.0017358564932043387,0.0009677808705827613,0.005785008799689767,,-0.0002709401304361136,0.005785008799689767,-0.0017753308477374905,-8.769790631205059e-05,0.006687364363991115
kp_kp_ge5_flag,-0.3753713322097663,-0.09262082226062723,-0.16543991766888821,-0.21122181208801263,0.06489155416722331,0.14069051191055956,-0.3836514009316265,-0.32279578598557096,-0.1930014461555776,0.05874654650440245,0.4995562302678503,0.08902131624627675,0.1541894426980963,0.211014763474361,1.0,0.387157583575722,0.4530196589925676,0.4519669948000184,0.778280496117746,0.18629133058623465,0.07617366168126022,0.07727258198037139,0.036039853887487476,,0.0745040608375011,0.10702425432148864,0.023529949657858203,0.003633956295630318,-0.04461694406977051,0.031048030392665,0.00274233835413342,0.013686893937556307,0.0496821327819346,0.0049608235713150635,-0.04589595277961279,0.02963816058822997,0.054172633133656924,0.003444610195287868,0.07988833650012754,0.17589081334582551,0.18423868289741765,0.06589296248611885,-0.0258199566010297,0.048084811091214034,-0.01795736063581479,0.03167511185539004,-0.02778536054347857,0.3958937012521332,-0.00022667787415692124,-0.00022667787415692124,-0.00022667787415692124,0.00015477096916748648,0.0002632951340603424,0.0002632951340603424,0.0002632951340603424,-0.002787990135547635,0.050140792951331475,-0.07143344707045429,-0.05192454785313693,0.01713605337899662,0.03518898747808361,0.03501984354647249,0.2717363486032697,0.011500905519633139,-0.03985287078232566,0.012944267089623845,0.0011261816634284942,0.053108484872289766,0.2946706593390585,0.09484632532358657,0.09315046324592653,-0.0022853172995311332,,0.09728448355225852,-0.002285317299531132,0.1230056483725902,0.0943678008315627,-0.0112637260989761
kp_kp_entered_storm,-0.050026103856092484,-0.007150979583842536,-0.00955436311568191,-0.01297240472614949,0.01540385203784654,0.033128130217884105,-0.05617490595212965,-0.0468653342206062,-0.009872513481415005,0.011496330514001717,0.17639610161500976,0.22530471511855305,0.13007939515041336,0.11878334553414334,0.387157583575722,1.0,0.14968654088118075,0.11226724961461568,0.0882929537947307,0.09377390670131629,0.021477653827218373,0.024371427323308742,0.007520030612914337,,0.02385655581617643,0.03550480859167,0.002085734427528139,0.0009882652272687348,-0.013554798031197695,0.009125275189046,0.00043593674756209284,0.0012877404254730462,0.015492754740575876,0.002380364130230427,-0.014023226786138668,0.008063800980650689,0.016720354919964937,0.0015288992139292443,0.033532377403447285,0.05817186644825042,0.07004109815406069,0.028129080119972994,0.0017747733927078882,0.022906684149737813,-0.0056897541174213695,0.00900650413572493,-0.019957804406015262,0.11674616416719416,0.003834356477117119,0.003834356477117119,0.003834356477117119,0.00395333620782159,-0.003817645854399835,-0.003817645854399835,-0.003817645854399835,-0.001079391523911552,0.003560401384299159,-0.029519420314728307,-0.02325611596901101,0.008554123594211963,0.021291780108234164,0.022311660210791937,0.10358705695320365,0.0055301829087086125,-0.01998884706733886,0.00959672951600021,0.004451312424036159,0.018491712533486408,0.09961065712238765,0.02381780222737151,0.025413792732315792,-0.004011493848417063,,0.02465186893219421,-0.004011493848417064,0.031448226443944446,0.02558071371267164,-0.004429028410034395
kp_kp_max_6h,-0.5820339182620129,-0.05959359474036831,-0.13409631067519256,-0.2165359865305016,0.26529841013176425,0.3016997819847416,-0.6155970478065933,-0.5492482501749469,-0.18742069624078153,0.2650568354695069,0.9014260223710535,-0.018860824065330604,-0.02021369657269357,0.07448775099366496,0.4530196589925676,0.14968654088118075,1.0,0.9644523454463502,0.537545595828329,0.00818478754566258,0.19695606148237116,0.21229790326232437,0.03051810731547867,,0.22002147863224938,0.28200329119772505,0.006517747922096008,0.017888332767264974,-0.08865929155220363,0.034044350611797246,0.011302312981936867,0.021260344778375552,0.10031318238641733,-0.014544021482277935,-0.09168202893030471,0.028263658374973737,0.10940813462488318,-0.018555667232160598,0.3411065716891872,0.5618017563727018,0.5043976556269925,0.31260551116929153,0.01900553714792927,0.30288732319967443,-0.0361290862700855,0.03541683768032935,-0.03663917680788412,0.5631501642069628,0.021987865330690463,0.021987865330690463,0.021987865330690463,0.02282931803847284,-0.022064660165472687,-0.022064660165472687,-0.022064660165472687,-0.0072176381804557235,0.006812943873629382,-0.33292280909283983,-0.32565968605650136,0.03391602257036761,0.07439555048982509,0.039527765770489366,0.5352303372631128,0.0053661145185606475,-0.07568173388340584,0.0468611437459543,0.02596022936150046,0.05996890156630457,0.596691192635642,0.21465530868498073,0.22892170260642575,0.001987226325055116,,0.2192757317241276,0.001987226325055118,0.1693673811904907,0.23011123270332515,-0.003323245512678855
kp_kp_mean_6h,-0.6137310427768251,-0.07437041776937584,-0.16172284559959424,-0.24681445104411692,0.2822306485090921,0.30934885954559294,-0.6374930069751051,-0.5704630884052125,-0.22246746231800693,0.2765459750285952,0.9096043933766932,-0.1017501733354978,-0.08812212990454504,0.06929574788795409,0.4519669948000184,0.11226724961461568,0.9644523454463502,1.0,0.5557820824275767,-1.396947776704169e-06,0.19715725793930852,0.21148755705426076,0.02960524405404723,,0.22134233468558898,0.2853791596711155,0.004281107162489612,0.015984366867952692,-0.08678320456726618,0.03972364705096933,0.011542209171716144,0.02278271249363003,0.09837410310126368,-0.010793954631291262,-0.08966701380707064,0.03388492847359727,0.10809387450183772,-0.014774648745898641,0.34118296644491314,0.5796847550728197,0.5177905937379228,0.3139444497869408,0.01704599268414781,0.29916138386445545,-0.039019973008837965,0.03906693033514711,-0.03786315714568117,0.546087567925304,0.02185994702925462,0.02185994702925462,0.02185994702925462,0.02252126390930808,-0.02194108123179579,-0.02194108123179579,-0.02194108123179579,-0.005437168995085571,0.01007367984240321,-0.33434734002478106,-0.3212733995719322,0.03651975204624357,0.07700821245281929,0.04113158631991988,0.5335129450151045,0.006407552465242739,-0.0784703826144094,0.04974258173155097,0.02605702618926663,0.06680030066048644,0.5965450208650843,0.21529166554445953,0.22902643492347038,0.004092323411183385,,0.21945343520110813,0.0040923234111833766,0.16795089481811484,0.22995552600689725,0.0014103700982923868
kp_kp_ge5_frac_6h,-0.5133619804470263,-0.07586150527960821,-0.17003578594186308,-0.26467792045832306,0.09304884590721793,0.2410926733510126,-0.5299510718917703,-0.46157897803252956,-0.2371279990770655,0.08968426800118336,0.5077036983906669,-0.05585894058543602,-0.04542007005095589,0.04896073200226688,0.778280496117746,0.0882929537947307,0.537545595828329,0.5557820824275767,1.0,0.007597478939804769,0.08961802289235687,0.09109162260113567,0.04155559231782611,,0.0880540499481176,0.12654257854737158,0.027618623647898428,0.004380429015411416,-0.05463921144678841,0.037048141221321135,0.002935208106837174,0.016043476516894997,0.05948318340476686,0.005963075513778417,-0.0553159642961155,0.03533093955210682,0.0640191024838336,0.004587955095826784,0.0910015708942396,0.22052692154144876,0.20955594544179248,0.0780163945429212,-0.02978960203403496,0.057918722328676134,-0.020282585774159593,0.03468618869788878,-0.019623756184886227,0.4177503786263091,-0.00026789138065837025,-0.00026789138065837025,-0.00026789138065837025,0.00018291069991038558,0.0003111662187869547,0.0003111662187869547,0.0003111662187869547,-0.0032948894083844106,0.057153588854811775,-0.08435858016396428,-0.06281749926537102,0.01770307289228914,0.03268581534259555,0.026540880878024125,0.2837173565243111,0.006456600548570771,-0.03956407003575999,0.01205818839191471,0.001228346474080504,0.0510266505170927,0.3339278209309311,0.11045699078094919,0.10912482328698778,-0.005022673046043548,,0.11480030244900402,-0.0050226730460435475,0.145201367319916,0.11130804040620858,-0.018419514467398226
kp_kp_slope_6h,0.13800885910568247,-0.10436524527868549,-0.11241545152032499,-0.002210128176902912,-0.11180752140499127,-0.12632053615930416,0.1634626405649099,0.1816558301891053,-0.033775042554475165,-0.13909142570807304,0.3523805161252768,0.2295085205587401,0.7454212725000632,0.8502105627782647,0.18629133058623465,0.09377390670131629,0.00818478754566258,-1.396947776704169e-06,0.007597478939804769,1.0,-0.00018676536260157895,-3.079334889470697e-05,0.0013529767945137793,,0.00010618251518689668,-3.5113924005679122e-06,-6.143558815623968e-05,-5.69230825824826e-05,0.0012265381328941613,-0.001074350612714372,0.002214286448664709,0.00032588571520003227,0.0002990900728366862,-0.00053547371764133,-5.2895524712274153e-05,-0.0008694934379622477,0.0033314685718959535,-0.0007773200566882918,0.0036229740760673687,-0.04115008477272611,0.012201507768063181,-0.007956024904674293,-0.001424448118029305,-0.00796353315431284,0.002444813170314952,0.0006831752264941307,-0.02617019189096683,0.14398226659744284,-0.0007366995655147459,-0.0007366995655147459,-0.0007366995655147459,-0.0011377165877549233,0.0006652895435002836,0.0006652895435002836,0.0006652895435002836,0.0010347953674293764,0.0022054684413605917,0.008832677165202167,0.008550886086832576,0.0015672851613473821,0.01692357943325643,0.026059445819884647,0.13090717188836712,0.013616608936257615,-0.02769399237137431,0.015163460574578687,0.0004941879650990284,0.02720711005652854,0.08700508349891008,0.001995044821751871,0.0009557798281279351,0.006292525148469786,,-0.00031354268760171725,0.0062925251484697835,-0.001453051495166439,-0.00011973963601367001,0.007506926376534723
sunspot_ssn,-0.1587489969809613,-0.0007537255509161648,-0.001283954002285912,-0.0019520587092137238,0.03434215394059935,0.11511304858780139,-0.18115401246236895,-0.16550184392523531,-0.0016736626171813106,0.039934706899955166,0.185143650454165,-0.0002040262426866654,-0.0003533838184172956,-0.00010162691469215664,0.07617366168126022,0.021477653827218373,0.19695606148237116,0.19715725793930852,0.08961802289235687,-0.00018676536260157895,1.0,0.7924564834284719,0.34377207335447985,,0.8354338861781906,0.7372332425958039,0.38525123538454287,0.3540183223080707,-0.3309755953827067,-0.11922970524906479,0.06380084635756944,0.004233924627687943,0.35502088784449837,-0.11720662289858771,-0.34093465199451717,-0.1145780086572081,0.3791870203985255,-0.11577800466111142,0.15015361119280446,0.02481063200014888,0.03783908625167927,0.09943634399466698,-0.10856609080966075,0.08164958896256096,0.011589918403620836,-0.013361720568166938,0.006218055114624955,0.2564902974250851,-0.10755588145497263,-0.10755588145497263,-0.10755588145497263,-0.10766653914625673,0.10766562901487323,0.10766562901487323,0.10766562901487323,0.005768165305048703,0.04392434595619353,-0.14596368972221083,-0.13844045083485285,-0.022218204471105205,-0.07988123188756668,-0.007989909696131631,0.11959403714934289,-8.44654687122495e-05,0.07149224551939222,-0.08931406821278814,-0.1078789371269451,-0.010583653690965202,0.13905896272850593,0.9033708430328574,0.9252098468251463,0.04083681113161395,,0.9163555768723007,0.040836811131613936,0.25778767245466494,0.9243071413386132,0.09065548794415312
sunspot_log_ssn,-0.16109459414120159,-0.0006441898798199837,-0.0011714261231709007,-0.0013788677069723368,0.0525019853729071,0.11189636291240253,-0.1822525334639056,-0.16803620463352217,-0.0013716148630520044,0.06110363939402055,0.1986881090630165,-9.086092812751598e-05,-0.00015737574394266235,3.815143684925999e-05,0.07727258198037139,0.024371427323308742,0.21229790326232437,0.21148755705426076,0.09109162260113567,-3.079334889470697e-05,0.7924564834284719,1.0,0.18425206771089953,,0.7424643351985231,0.7298777502148114,0.20634032570180114,0.4242523314140198,-0.3911879182534701,-0.1765553386402022,0.08507934355488844,0.06578978119764135,0.430184420811751,-0.20467023511869686,-0.40416588944808224,-0.16367096149906535,0.45947283379414783,-0.19864527647316846,0.10208715320792516,0.04150812100991241,0.07858484637291306,0.06772991100570343,-0.0627100264694215,0.1389770854979862,0.007357978858600768,-0.008375976474087594,0.0024467641834190466,0.26653863377562903,-0.053289337672333785,-0.053289337672333785,-0.053289337672333785,-0.05349596080163845,0.053336764217375314,0.053336764217375314,0.053336764217375314,0.0038141037424596954,0.03797044626661659,-0.09658527381241873,-0.1830754952803244,-0.009476366743244414,-0.04080399350843116,-0.003893009101483639,0.11267148821020309,-3.073763959663495e-05,0.0383102663044766,-0.04468075485742717,-0.053555828751112984,-0.005366579307086752,0.12445627689089962,0.7131106142680473,0.8052350707258331,0.01930357036864466,,0.7253411885924808,0.01930357036864466,0.2247972205075327,0.8059363492045062,0.04323372837492227
sunspot_ssn_slope_27d,-0.032869370414214255,-0.0008289480039021034,-0.0015602625292188527,-0.002248061641538322,-0.01715122238004033,0.028444153857955456,-0.04043959378031384,-0.0336999486286151,-0.002039421912270004,-0.020619210882853498,0.028172867105385125,0.0001815670336641051,0.0003144833272916885,0.00197195629287117,0.036039853887487476,0.007520030612914337,0.03051810731547867,0.02960524405404723,0.04155559231782611,0.0013529767945137793,0.34377207335447985,0.18425206771089953,1.0,,-0.042512109308413176,-0.017383335678195482,0.5587884601798896,-0.05388539089086256,-0.014922094304914413,-0.01527610446797286,0.0016886604414298248,-0.028958178604011002,0.012734764085393877,-0.03776790928553882,-0.01417637415388658,-0.013525311525179494,0.014955171108278952,-0.03772824351751873,-0.01812697508778798,0.02199278922066447,0.003589856261073666,-0.018451327903217348,-0.023584063131727867,-0.014245681442839678,0.012439410790865428,-0.004843384121983149,0.0014044427998947367,0.014105856501023141,-0.010846190994791595,-0.010846190994791595,-0.010846190994791595,-0.011724802028134557,0.010854701740228925,0.010854701740228925,0.010854701740228925,0.008971709936198525,0.028067328901691332,0.016661804801957378,0.011759198512910999,-0.009460406627638878,-0.0106753650091584,-0.0012661557791408822,0.0004687552180705525,-0.00011605171207248435,0.007713764398299706,-0.009669138995824755,-0.011048368729319505,-0.0021997197812104415,0.004310668407814891,0.18621741489737606,0.1581988939075385,0.05974790153154147,,0.18031571206103772,0.059747901531541456,0.11067513592282713,0.15064827664035216,0.12495716622508106
sunspot_ssn_anomaly_81d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunspot_ssn_mean_1944h,-0.16594886380573093,-1.153519831188977e-05,-1.903373639737136e-05,-2.828521067511366e-05,0.04562186435868859,0.12239022801987207,-0.18778516137848145,-0.17360111338222706,-2.211951178481372e-05,0.05389337664554013,0.2080329563698965,4.653041293528583e-05,8.053490583176761e-05,0.0001260782717481132,0.0745040608375011,0.02385655581617643,0.22002147863224938,0.22134233468558898,0.0880540499481176,0.00010618251518689668,0.8354338861781906,0.7424643351985231,-0.042512109308413176,,1.0,0.8629258996259229,-0.036543857356208145,0.387368771200842,-0.3655103022205802,-0.12594488121933106,0.05933315317129271,0.03934296774755449,0.39527217966814193,-0.10985162584073607,-0.37757320691787716,-0.1234805970736632,0.42138320304186666,-0.10872663190013322,0.189796531808127,0.03264652051719253,0.04752887578769484,0.12972445351718118,-0.10488847107549792,0.10576492049677388,0.017420406087898486,-0.017845875184158772,0.005906717821187899,0.29095220501368185,-0.11831586007712994,-0.11831586007712994,-0.11831586007712994,-0.11754943227134447,0.11840662392587008,0.11840662392587008,0.11840662392587008,-6.858244491244121e-05,0.022308395230304385,-0.18303683312188046,-0.17052630000766017,-0.028827215338224445,-0.08539562923467929,-0.007320854796153515,0.16049078383564178,-2.836849102692065e-05,0.07590801213012137,-0.09861420334057032,-0.11843959433004549,-0.009565029863451157,0.17900287003925863,0.8472076568613645,0.897692958285702,-0.006484326230193093,,0.8665405465968312,-0.006484326230193091,0.22839209544612624,0.9031833904193391,-0.011374134356422816
sunspot_ssn_std_1944h,-0.20092485801356896,-5.238160591939968e-06,-8.511536356606844e-06,-1.8832585292520666e-05,0.06318723840023453,0.14100049455810937,-0.22612428863568135,-0.2101958896037312,-1.1293665146938643e-05,0.07458367511321476,0.26816440659032964,-4.218833822833564e-06,-4.321201913479282e-06,-5.981849097979086e-07,0.10702425432148864,0.03550480859167,0.28200329119772505,0.2853791596711155,0.12654257854737158,-3.5113924005679122e-06,0.7372332425958039,0.7298777502148114,-0.017383335678195482,,0.8629258996259229,1.0,0.003056594948992227,0.3497560667493888,-0.3533623305168464,-0.09853262822507622,0.12293459789507746,0.08582032503030258,0.38823674333264946,-0.11183838401566158,-0.366210751728127,-0.09629654700902975,0.4138678221908066,-0.11115045450066101,0.22151674294971957,0.10740215159281416,0.10620155323626806,0.1690020301650104,-0.0814494645629768,0.14765552350362562,0.01605335588435471,-0.016137333499774906,0.004481568952463074,0.3033327734393402,-0.09117828407854511,-0.09117828407854511,-0.09117828407854511,-0.09058390753874929,0.09126885719983599,0.09126885719983599,0.09126885719983599,0.00048484266973297625,0.019548559966471063,-0.21569478899106911,-0.20510114871669366,-0.02430596638184291,-0.06661092957266203,-0.005638648481910797,0.20913632443736754,-1.6667229586578767e-05,0.057829641914961843,-0.07589554268563356,-0.0913246546890261,-0.007346116318351107,0.2241327891145715,0.7329584035970181,0.8019395469555709,-0.0058982057572516235,,0.7497558121192792,-0.005898205757251624,0.2612614514912154,0.8067379788445979,-0.009880720536780177
sunspot_ssn_trend_1296h,-0.018476660456124987,-0.0004933605079380683,-0.0011276034189703912,-0.0025335158599859454,-0.014661813126050235,0.015415172357584613,-0.02405187698082138,-0.018755363004635785,-0.002055037568970901,-0.01801149608853554,0.003891289415498187,-0.0002905662247290942,-0.0005032754642036885,0.00017669649988153238,0.023529949657858203,0.002085734427528139,0.006517747922096008,0.004281107162489612,0.027618623647898428,-6.143558815623968e-05,0.38525123538454287,0.20634032570180114,0.5587884601798896,,-0.036543857356208145,0.003056594948992227,1.0,0.058676786254241234,-0.023714474255604346,-0.018039565979556076,0.03449968444613675,-0.05569322595549984,0.019216517457495377,-0.026977624523951055,-0.023190261437535057,-0.013791586683148935,0.02099543586645504,-0.025506042606424254,-0.031582505033441136,-0.012237989727050947,-0.007604237090320392,-0.0290455486012445,-0.030175777040240034,-0.01458494511840267,0.015592377263551288,-0.011376148574395215,0.006853069555694434,0.019485371058429495,-0.00600371429641702,-0.00600371429641702,-0.00600371429641702,-0.0070190137274012635,0.006032875210228727,0.006032875210228727,0.006032875210228727,0.008299537966496072,0.04647470403047619,0.03020897091725581,0.013616461933211232,-0.014268678471456643,-0.010542058720239892,-0.007087696029106139,-0.018770255467030553,-3.067922138272429e-05,0.006187204529778574,-0.011463226500436338,-0.0065284413163979055,-0.009388322624576046,-0.014519547654372586,0.22855337587197533,0.19713000750883727,0.050651812560330266,,0.22546519317246308,0.05065181256033027,0.08705133243749864,0.1914460324106972,0.11075881784003169
sunspot_ssn_anomaly_frac_1944h,-0.038023821166760556,9.983877160921202e-05,0.00019309319051650982,0.00028481963491207535,0.019326158656616493,0.02494795942240811,-0.041586541780627616,-0.039864406396887715,0.00025481288701037193,0.02279210215047401,0.014996537556624716,-3.148728221393839e-05,-4.7330543570455664e-05,-6.187595043490687e-05,0.003633956295630318,0.0009882652272687348,0.017888332767264974,0.015984366867952692,0.004380429015411416,-5.69230825824826e-05,0.3540183223080707,0.4242523314140198,-0.05388539089086256,,0.387368771200842,0.3497560667493888,0.058676786254241234,1.0,-0.20400004202214245,-0.17241588583901923,0.04611653499605718,-0.08899436179873027,0.22574856487945968,-0.12025091825239263,-0.210508695740141,-0.15938277840228146,0.24046208051140952,-0.11302824618935979,-0.023002219789130727,-0.026375518576976044,0.02683692442308328,-0.02739321325805725,-0.028946642535057413,0.03734737190088061,0.0071761026915607064,-0.016273453235009415,-0.009702135118048388,0.07312765295286561,-0.02035309908301642,-0.02035309908301642,-0.02035309908301642,-0.02222445202722066,0.020549546603208447,0.020549546603208447,0.020549546603208447,0.012160908445212927,0.01759790071132701,0.022192899917416287,-0.05349608406465958,-0.011365640797042947,-0.0045075588984042295,0.010826450788030614,-0.04000209542642813,-8.448087668112649e-05,-0.0005047571106230389,-0.013248206226531126,-0.019948805681796702,0.013920246170807225,-0.03363570009733462,0.31587118276977594,0.36021248406865625,-0.01897965718958642,,0.3261281951054388,-0.01897965718958643,0.09485197026415257,0.36533770974440133,-0.032658402019434825
