number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,state
0,0.003003532440764013,2026-01-15 02:04:17.264989,2026-01-15 02:04:20.620885,0 days 00:00:03.355896,0.5172637893327728,1.916371646538283,0.006965157267720783,2,7.2095136045066495,1005,0.031156371048551488,7.840763789165933,0.5514544479388997,COMPLETE
1,0.0030924409476078374,2026-01-15 02:04:20.621589,2026-01-15 02:04:25.514174,0 days 00:00:04.892585,0.8845796845301527,0.5911244409124228,0.01600985951399581,10,7.191920746731895,795,6.735794190169343e-05,4.33687467665581,0.8340391037875544,COMPLETE
2,0.0030939071191957187,2026-01-15 02:04:25.515444,2026-01-15 02:04:33.487384,0 days 00:00:07.971940,0.5089791834930029,0.4941190712367288,0.009326276139130278,7,5.1765885919939585,1229,0.13367860979047977,7.0810303898881655,0.6142767050855629,COMPLETE
3,0.003131523046743949,2026-01-15 02:04:33.488366,2026-01-15 02:04:44.266938,0 days 00:00:10.778572,0.8620150587828301,2.0392544018251417,0.007621140794059749,6,9.811214422697901,383,0.0019020513151085966,5.11819646889038,0.5031218875021186,COMPLETE
4,0.0029924495539226732,2026-01-15 02:04:44.267828,2026-01-15 02:04:49.490797,0 days 00:00:05.222969,0.529722218625897,3.792369735010573,0.09108221198886302,12,2.0492179036715155,669,3.368154027710927e-05,2.1347418494410175,0.9618918936358534,COMPLETE
5,0.0030522965620230287,2026-01-15 02:04:49.492677,2026-01-15 02:05:00.939864,0 days 00:00:11.447187,0.7921145602547139,3.3783579660697054,0.05013158152003904,2,6.72555786209603,1853,0.00011699397188618156,1.0508377796529746,0.8507963588471243,COMPLETE
6,0.0035077455874193753,2026-01-15 02:05:00.941160,2026-01-15 02:05:05.306176,0 days 00:00:04.365016,0.9662080560096714,0.33355536823409804,0.08837330396531548,4,2.8489871884479023,386,2.304079850987097e-05,3.215300517879659,0.6897398241561021,COMPLETE
7,0.003266632551098124,2026-01-15 02:05:05.307362,2026-01-15 02:05:12.644055,0 days 00:00:07.336693,0.9903602296710206,1.5019187119824196,0.06348250548722073,7,3.0903237957500926,1121,6.887758249710611e-07,9.899092723526913,0.7667639205188973,COMPLETE
8,0.0031233214925831744,2026-01-15 02:05:12.645205,2026-01-15 02:05:19.977383,0 days 00:00:07.332178,0.5942731125177814,3.800615685155846,0.027673279032278775,12,2.578194323051512,1477,6.311165039831521e-05,3.547070775136704,0.773506188072711,COMPLETE
9,0.0033172893473322534,2026-01-15 02:05:19.978587,2026-01-15 02:05:25.689409,0 days 00:00:05.710822,0.9226132980303343,2.4144612647632178,0.09161331388654624,4,2.5153283950801315,1054,0.0021731071703055024,3.13223547145363,0.8378984082773465,COMPLETE
