number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,state
11,0.010454603549477099,2026-01-13 13:39:05.840986,2026-01-13 13:39:12.915836,0 days 00:00:07.074850,0.9966379873761738,0.06503010385110655,0.0053873213418312235,15,0.6781564828143907,458,3.5616845636940128e-06,9.835161604196072,0.9985856676930872,COMPLETE
12,0.011127185205530672,2026-01-13 13:39:12.916933,2026-01-13 13:39:14.092406,0 days 00:00:01.175473,0.9928508703180422,0.854847933117837,0.004642700929587129,6,9.900564054363224,107,5.511582204787943e-06,9.890369615295258,0.9819760116601594,COMPLETE
13,0.010320039675443805,2026-01-13 13:39:14.093289,2026-01-13 13:39:20.658898,0 days 00:00:06.565609,0.8729997846758097,0.9885989771891295,0.005293924826007092,7,0.7504447611129645,697,1.1720713933723358e-05,7.587203980902354,0.9036283192118926,COMPLETE
14,0.01039107341059055,2026-01-13 13:39:20.659929,2026-01-13 13:39:28.214165,0 days 00:00:07.554236,0.8244128813831643,1.055820850273655,0.0031386232587967537,8,6.425719055138472,784,3.6920057003748177e-05,7.2104155498988485,0.8795823664758943,COMPLETE
15,0.01020661067798032,2026-01-13 13:39:28.215078,2026-01-13 13:39:32.907174,0 days 00:00:04.692096,0.8474393954007101,1.1101420989104704,0.0105837043526472,4,4.217178463035063,795,5.7115133034915255e-05,7.811223581211558,0.890767368899485,COMPLETE
16,0.010304115534143208,2026-01-13 13:39:32.908167,2026-01-13 13:39:36.391068,0 days 00:00:03.482901,0.8231549400669887,3.8595555073153958,0.040720699802628456,4,4.39594660702193,859,0.012681006960323803,5.966728356332078,0.8092295346743695,COMPLETE
17,0.010680832174421449,2026-01-13 13:39:36.392015,2026-01-13 13:39:37.418558,0 days 00:00:01.026543,0.9420824733193557,1.60457062074184,0.009188847860405951,4,6.98150369024516,152,7.420855209583107e-05,8.521579407446419,0.9245875614550529,COMPLETE
18,0.01026426894676237,2026-01-13 13:39:37.419487,2026-01-13 13:39:40.864542,0 days 00:00:03.445055,0.6717204451140921,0.533652555009422,0.009988604096357602,2,4.700074429580846,892,0.005091276695902838,8.508160688291008,0.8025108256879465,COMPLETE
19,0.010647352062845885,2026-01-13 13:39:40.865490,2026-01-13 13:39:44.634426,0 days 00:00:03.768936,0.6059134857616877,1.3205086459117246,0.00282072176939027,2,4.483596893207305,942,0.004944640174489789,5.7784201853425365,0.7705043573101849,COMPLETE
20,0.010767509978855486,2026-01-13 13:39:44.635367,2026-01-13 13:39:56.646826,0 days 00:00:12.011459,0.676849267775595,1.9561833721228497,0.031224332520027744,10,3.0876395639542205,1907,6.334449268423148e-07,8.328186041368362,0.6987109549284325,COMPLETE
21,0.010213079692072234,2026-01-13 13:39:56.647855,2026-01-13 13:40:00.350643,0 days 00:00:03.702788,0.6135573525625964,0.5377038426331043,0.009808971188322692,4,3.3165010322773734,617,0.00012918111380575214,8.690987988584297,0.8479889643584749,COMPLETE
22,0.010212632847686075,2026-01-13 13:40:00.351721,2026-01-13 13:40:03.705763,0 days 00:00:03.354042,0.6174018397063369,0.48929344622717164,0.01216593928365642,4,2.5734150301236998,583,0.0029600209860754685,7.912098254083743,0.8514441574049965,COMPLETE
23,0.010216439134421594,2026-01-13 13:40:03.706946,2026-01-13 13:40:06.028105,0 days 00:00:02.321159,0.5247019875245854,0.4610077130791332,0.016368722349589148,5,2.0830740116470614,328,2.165592402762422e-05,7.43469135268123,0.8627735001703959,COMPLETE
24,0.010203705431999222,2026-01-13 13:40:06.029162,2026-01-13 13:40:10.242294,0 days 00:00:04.213132,0.5873682964630547,1.3005332078065197,0.012662466973441706,6,3.3521679581579575,610,0.00016125494617504456,6.127575658082336,0.9166208701602692,COMPLETE
25,0.010243178285498426,2026-01-13 13:40:10.243342,2026-01-13 13:40:12.180554,0 days 00:00:01.937212,0.5924879459889257,1.4087300704271921,0.025260645926723967,6,2.160440754465164,249,0.0010620295319360266,5.117104584990486,0.9299872072808375,COMPLETE
26,0.010658196732622256,2026-01-13 13:40:12.181502,2026-01-13 13:40:15.454036,0 days 00:00:03.272534,0.5103701472513293,1.2414401465079616,0.061449258744799715,7,3.7106482767990183,525,0.02867463987213613,6.292279118438657,0.9018115177382502,COMPLETE
27,0.01030101463501759,2026-01-13 13:40:15.455042,2026-01-13 13:40:20.959109,0 days 00:00:05.504067,0.5609379238563542,1.9575785273121988,0.014240873804069257,6,1.7197565964583372,747,0.0025941171882255427,5.208348335741356,0.8143001320605452,COMPLETE
28,0.010632853718780148,2026-01-13 13:40:20.960183,2026-01-13 13:40:25.303442,0 days 00:00:04.343259,0.633561248816572,2.8138632592930986,0.0023108202740053183,8,5.106470561254181,572,8.343664748928587e-08,6.883050916903737,0.7608298497467267,COMPLETE
29,0.010521500718336987,2026-01-13 13:40:25.304440,2026-01-13 13:40:27.316027,0 days 00:00:02.011587,0.7126635209474039,0.47038745982278807,0.007428036956090019,3,2.6932353784355647,337,0.7718173238216548,7.878411465490503,0.935100345538836,COMPLETE
