number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,state
0,0.0034889623127310632,2026-01-15 02:01:41.707088,2026-01-15 02:01:46.341147,0 days 00:00:04.634059,0.936121057863033,0.23896752965561152,0.12561278680335375,4,3.2272705587886072,582,6.126837855951396e-08,9.120378211394224,0.8400539715247364,COMPLETE
1,0.0027064515541218503,2026-01-15 02:01:46.341943,2026-01-15 02:01:48.923572,0 days 00:00:02.581629,0.7568954329702042,1.9362229749445725,0.007816486111870828,13,7.659528750300462,322,2.391942216932748e-07,8.441282092103664,0.9269723485081515,COMPLETE
2,0.002586052093139716,2026-01-15 02:01:48.924352,2026-01-15 02:01:49.821703,0 days 00:00:00.897351,0.5612995211091412,4.017263878444725,0.06749035535938161,2,0.6420610700214089,151,7.416023711789899e-06,6.868621955020222,0.7730846616108081,COMPLETE
3,0.0030735932691776436,2026-01-15 02:01:49.822780,2026-01-15 02:01:54.384838,0 days 00:00:04.562058,0.8958382544579275,2.3548364359322442,0.06870952790514959,13,4.384146453118251,1352,1.510429285286456e-08,3.1230416046682006,0.5808743476215121,COMPLETE
4,0.003734313082934647,2026-01-15 02:01:54.385568,2026-01-15 02:01:55.499951,0 days 00:00:01.114383,0.7790570053651134,2.1565245764607353,0.0018939395666938625,4,7.086690159845505,257,0.013564637582450674,6.635300449377913,0.9250703106349829,COMPLETE
5,0.0029402014525838093,2026-01-15 02:01:55.500933,2026-01-15 02:01:59.494893,0 days 00:00:03.993960,0.9638216710294927,0.3424364751980502,0.0017236494041395676,7,6.542514036997929,710,4.680648986616598e-05,1.1114952951800208,0.855690339504867,COMPLETE
6,0.003337016896193623,2026-01-15 02:01:59.495600,2026-01-15 02:02:01.131150,0 days 00:00:01.635550,0.7933621054345585,1.166084971408861,0.0019295121155040351,12,9.367412768618587,375,7.995233298178452e-06,2.751140486791824,0.8702435647307581,COMPLETE
7,0.0027961354652224924,2026-01-15 02:02:01.132055,2026-01-15 02:02:02.601047,0 days 00:00:01.468992,0.5492999576419798,1.3708153995436172,0.12216009380253738,6,1.0618503221473858,325,0.000221054873730925,2.9422703642810997,0.7565184711740123,COMPLETE
8,0.0037104802397090295,2026-01-15 02:02:02.602067,2026-01-15 02:02:04.354593,0 days 00:00:01.752526,0.6110023169956864,0.1783690804281668,0.0011893763518374938,5,0.8588703338179986,363,1.0204819808777971e-08,0.7484036374100859,0.9278994211852193,COMPLETE
9,0.0028866910963224555,2026-01-15 02:02:04.355415,2026-01-15 02:02:10.325394,0 days 00:00:05.969979,0.6597962937683118,0.8353748814354911,0.030055194520882074,14,5.24738042603097,1258,3.47317685044247e-06,5.8656368228830065,0.8936218173889952,COMPLETE
