number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,state
0,0.0030918830098206193,2026-01-15 02:09:17.246004,2026-01-15 02:09:23.445518,0 days 00:00:06.199514,0.871516799791138,4.663680188050438,0.021140911108151125,2,8.784993194127233,1151,0.47648036179743,4.73604958255673,0.6239915163896981,COMPLETE
1,0.0034282716392022104,2026-01-15 02:09:23.446562,2026-01-15 02:09:30.965717,0 days 00:00:07.519155,0.7660568769659568,2.3417928913638146,0.0786641514810245,4,6.125767996495752,1270,3.4893022031836685e-07,0.4846691363500588,0.8222850017841516,COMPLETE
2,0.0031601873040220745,2026-01-15 02:09:30.966905,2026-01-15 02:09:43.024187,0 days 00:00:12.057282,0.6924276393976598,2.4800718623916236,0.006572795529932314,4,2.968986607882779,1324,3.549983330774827e-05,8.63209874286948,0.7915264758673338,COMPLETE
3,0.0031266301940069356,2026-01-15 02:09:43.026051,2026-01-15 02:10:03.831497,0 days 00:00:20.805446,0.8252884655017765,3.0768573389025966,0.005480663540987472,15,5.033588526100996,1965,0.0034275948709970856,2.2347279502858277,0.8619366529845214,COMPLETE
4,0.0034606891726401984,2026-01-15 02:10:03.832591,2026-01-15 02:10:23.059329,0 days 00:00:19.226738,0.5158700155342396,1.5878882244712833,0.0014388893249482546,12,8.722414523184552,1270,9.411068371975114e-08,5.515304371942352,0.7939941032998568,COMPLETE
5,0.003325311022515969,2026-01-15 02:10:23.060530,2026-01-15 02:10:27.524343,0 days 00:00:04.463813,0.5073894377996098,0.8759772523376747,0.12588918361053142,4,7.09413345916128,448,0.747676897281045,2.080577400459186,0.8450363727731565,COMPLETE
6,0.0031246542235497934,2026-01-15 02:10:27.525363,2026-01-15 02:10:44.844667,0 days 00:00:17.319304,0.9183588856452718,1.7442208300917512,0.0043987672712486785,9,9.600685228448665,917,4.931661762807806e-05,7.152173700189763,0.7867391287366787,COMPLETE
7,0.0031812555960921488,2026-01-15 02:10:44.845947,2026-01-15 02:10:55.258531,0 days 00:00:10.412584,0.960898910346476,0.03467727895062667,0.005327241588840747,8,5.267138701247032,643,6.280143653978811e-05,7.630068354693451,0.9119417367551598,COMPLETE
8,0.0031003723702145965,2026-01-15 02:10:55.259877,2026-01-15 02:10:58.487203,0 days 00:00:03.227326,0.7280069905890567,3.6630171892354024,0.09871313597912515,4,5.978780093069787,524,2.339219247903857e-07,8.233143622386935,0.9028114839767981,COMPLETE
9,0.0032608162561461444,2026-01-15 02:10:58.488710,2026-01-15 02:11:01.732613,0 days 00:00:03.243903,0.8279207597236091,4.737538862459659,0.19015171860673993,15,7.845675213912291,385,0.004510311009839758,2.303930167853209,0.7198855317887841,COMPLETE
10,0.0030817092723254024,2026-01-15 02:11:01.733906,2026-01-15 02:11:15.080005,0 days 00:00:13.346099,0.6443533929056825,4.770290161691622,0.02630223339632957,2,1.6015992266673291,1829,0.850791393803187,4.743886246782286,0.5624446066341293,COMPLETE
11,0.0030931199443463933,2026-01-15 02:11:15.082181,2026-01-15 02:11:31.680324,0 days 00:00:16.598143,0.615961137545323,4.950344536169472,0.026783598783075693,2,0.6238295179807152,1884,0.8742497848022338,4.731586494698991,0.5676837391545584,COMPLETE
12,0.0031267242784873608,2026-01-15 02:11:31.681616,2026-01-15 02:11:48.672898,0 days 00:00:16.991282,0.6256420865684712,4.054270148884847,0.026505505526753584,2,2.6163889576656807,1626,0.026271000843277985,5.2415422565961265,0.5598579643711121,COMPLETE
13,0.003198729209724531,2026-01-15 02:11:48.675468,2026-01-15 02:12:01.671377,0 days 00:00:12.995909,0.8629323013613024,4.129142647541947,0.031652610131419755,7,0.7230599417334486,1533,0.05439595604632359,4.007632860388034,0.6535701792236673,COMPLETE
14,0.0031443583507285286,2026-01-15 02:12:01.672988,2026-01-15 02:12:17.219229,0 days 00:00:15.546241,0.9956015251707545,3.438994392086606,0.010964080371066479,6,3.513211216312818,887,0.07676532080014087,9.899996320370205,0.6449860630719899,COMPLETE
15,0.0031963344901239825,2026-01-15 02:12:17.221341,2026-01-15 02:12:34.114895,0 days 00:00:16.893554,0.6364404026837187,4.294854759713352,0.043033210360771866,10,3.9573205686078348,1577,0.001409642351158669,6.35261165588126,0.5057944231736627,COMPLETE
16,0.003426398708232834,2026-01-15 02:12:34.117500,2026-01-15 02:12:35.529160,0 days 00:00:01.411660,0.7732305664465775,3.081365061407857,0.014477107492516208,2,2.0200966727632053,138,2.35152383365662e-06,3.6678167063833063,0.6465878909744041,COMPLETE
17,0.0030685477172060693,2026-01-15 02:12:35.530338,2026-01-15 02:12:43.601620,0 days 00:00:08.071282,0.9028769434794045,4.979915476359903,0.05568125545293572,6,9.97774940951879,1052,1.2862690099827618e-08,3.571982709628827,0.7199250242576322,COMPLETE
18,0.0032324684314762446,2026-01-15 02:12:43.603454,2026-01-15 02:12:59.356387,0 days 00:00:15.752933,0.5755581256430856,3.7868537407520444,0.047403293671037454,6,1.6940492427738911,1767,1.0195741204436276e-08,3.5674610293015565,0.9908095772637999,COMPLETE
19,0.0032293129305245778,2026-01-15 02:12:59.357567,2026-01-15 02:13:09.119527,0 days 00:00:09.761960,0.6833256332231288,4.478657911195161,0.06279478442847916,11,4.301319723793106,812,7.34519898857103e-06,0.3452670337673305,0.7195921202207248,COMPLETE
20,0.003122578690499948,2026-01-15 02:13:09.121468,2026-01-15 02:13:27.162339,0 days 00:00:18.040871,0.912734665882589,4.99929156477669,0.0026584242685046716,6,7.431399539981392,1441,0.0005913760154905351,3.0294177604258534,0.6993806611143657,COMPLETE
21,0.003109494249075143,2026-01-15 02:13:27.163567,2026-01-15 02:13:34.676032,0 days 00:00:07.512465,0.8854374952213369,4.494141206416176,0.014883274553924917,2,9.709916780489507,1063,0.194224027742031,5.982046347060209,0.582525978987515,COMPLETE
22,0.0031148623539747782,2026-01-15 02:13:34.677316,2026-01-15 02:13:42.719496,0 days 00:00:08.042180,0.8175434718533005,4.733003311349003,0.021122073848784048,3,8.597158794684484,1167,0.027748630950745305,4.431546547960821,0.6072394081087172,COMPLETE
23,0.003076084032032911,2026-01-15 02:13:42.721076,2026-01-15 02:13:50.372401,0 days 00:00:07.651325,0.9410686776641478,3.2493262640275704,0.00894701049475232,5,8.896639085479983,719,0.00034652144565168675,6.6659050142200815,0.6834383192990984,COMPLETE
24,0.003110370300645589,2026-01-15 02:13:50.373721,2026-01-15 02:14:01.429676,0 days 00:00:11.055955,0.9672215826468209,3.1219601031765034,0.009078628507675619,5,9.465553183678262,714,4.310782457011884e-06,6.629939069387092,0.5060257291812249,COMPLETE
25,0.004379852034474905,2026-01-15 02:14:01.431080,2026-01-15 02:14:02.767757,0 days 00:00:01.336677,0.9341590191461058,2.1165198981838764,0.0030737869125230977,7,6.7750140825792435,143,0.00027130727617470397,5.649943089816925,0.6801079150056222,COMPLETE
26,0.003165013809780079,2026-01-15 02:14:02.768974,2026-01-15 02:14:09.791473,0 days 00:00:07.022499,0.7134036349469803,3.9120017715221582,0.043643088431091534,8,8.261975231652187,303,1.1192273224573196e-08,1.5600038458477163,0.7491284796200444,COMPLETE
27,0.003117410044985169,2026-01-15 02:14:09.792498,2026-01-15 02:14:27.906245,0 days 00:00:18.113747,0.5729075525779916,2.792327105983845,0.010994035406073814,5,9.939316105820318,988,0.006849562723911011,2.98969806295789,0.5523998012644917,COMPLETE
28,0.0030874407958387247,2026-01-15 02:14:27.907752,2026-01-15 02:14:35.065750,0 days 00:00:07.157998,0.9941810731875974,3.3678270592716206,0.01796390324285108,5,8.946149323610236,674,1.8027529305516374e-05,7.249702437634553,0.7511188951336879,COMPLETE
29,0.0031267878070947207,2026-01-15 02:14:35.067207,2026-01-15 02:14:45.392005,0 days 00:00:10.324798,0.8835892224439277,4.323237128038741,0.060716460790286274,3,6.394733669198882,1795,1.119328040964278e-06,5.069766250603605,0.6110761294588296,COMPLETE
