number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,state
0,0.010660735170107754,2026-01-13 13:45:46.584927,2026-01-13 13:45:50.286405,0 days 00:00:03.701478,0.5721550360228583,3.250319518987586,0.07390332170833759,14,1.5182964868791653,1272,0.44061874068838575,10.359159952733739,0.8446438857136869,COMPLETE
1,0.01061566396222794,2026-01-13 13:45:50.287423,2026-01-13 13:45:52.850640,0 days 00:00:02.563217,0.5253689968703154,4.474780770919293,0.04281522571297502,15,2.2075755703111333,1128,2.1828010197850576,5.22554516042299,0.7710608074156092,COMPLETE
2,0.010788309306869382,2026-01-13 13:45:52.851535,2026-01-13 13:45:56.084982,0 days 00:00:03.233447,0.5561874908693594,3.4720042609412376,0.06528189984556695,15,2.940063231706171,1556,0.2200167685484156,5.227155580479602,0.7956205224764586,COMPLETE
3,0.010629187807786033,2026-01-13 13:45:56.085982,2026-01-13 13:45:59.869592,0 days 00:00:03.783610,0.5398634768034365,4.100280441106034,0.060293291880286856,15,1.566574996138372,1537,0.6339568471413011,14.244817086425916,0.8956920536307901,COMPLETE
4,0.010650661558619106,2026-01-13 13:45:59.870645,2026-01-13 13:46:02.276989,0 days 00:00:02.406344,0.5067286165478302,4.20525963429493,0.032702682634638644,14,3.5231728600581222,896,0.4539266470299634,9.450888071992189,0.9180880243051265,COMPLETE
5,0.01057718080564289,2026-01-13 13:46:02.278051,2026-01-13 13:46:05.843412,0 days 00:00:03.565361,0.5520995319019707,4.854111327163148,0.07355492696550643,15,3.1010710684353837,1593,0.6011883942135081,8.396229585053316,0.7467685365875135,COMPLETE
6,0.010609879379916013,2026-01-13 13:46:05.844575,2026-01-13 13:46:09.250176,0 days 00:00:03.405601,0.6011340482416648,4.128583095662008,0.04241354712494053,14,4.839464018025042,1427,0.230186257784252,14.235656978837604,0.8737857241358917,COMPLETE
7,0.01060793162812593,2026-01-13 13:46:09.251277,2026-01-13 13:46:12.544880,0 days 00:00:03.293603,0.5816652220638063,3.278356690588365,0.03858669282110163,16,4.682731409030093,1280,1.07331387110769,15.5222366078298,0.8102641562408579,COMPLETE
8,0.01068263448963494,2026-01-13 13:46:12.546058,2026-01-13 13:46:16.659082,0 days 00:00:04.113024,0.5329625456198025,2.983333481455353,0.05059170920425061,15,2.6830163960516726,1243,0.22588160586134595,10.4914356637068,0.7529640888707797,COMPLETE
9,0.010610462133098473,2026-01-13 13:46:16.660095,2026-01-13 13:46:19.179077,0 days 00:00:02.518982,0.5053333451418405,3.0471680817427256,0.08359285887900078,14,4.443475386652714,1326,3.364476953700737,18.241099701191423,0.8077837029742718,COMPLETE
10,0.010673912614623932,2026-01-13 13:46:19.180065,2026-01-13 13:46:21.058119,0 days 00:00:01.878054,0.5596265107374087,4.779826770772396,0.10029303913685741,16,5.801664660793783,1060,1.4496395939909037,8.08814767153339,0.8435915878988623,COMPLETE
11,0.010606945825445569,2026-01-13 13:46:21.059094,2026-01-13 13:46:24.018097,0 days 00:00:02.959003,0.5844277102934731,3.635610296542286,0.030035055667214875,16,4.089658246125669,1401,0.9313257188736502,18.112741865315776,0.748602916096024,COMPLETE
12,0.010613570557028459,2026-01-13 13:46:24.019235,2026-01-13 13:46:26.973345,0 days 00:00:02.954110,0.6055782750121864,3.620010693793586,0.027496571057465256,16,3.8215005881739517,1423,0.7365427391878737,19.73523662123171,0.7573182079434536,COMPLETE
13,0.010598629089886253,2026-01-13 13:46:26.974339,2026-01-13 13:46:30.191386,0 days 00:00:03.217047,0.5852508456476362,3.7938287717041796,0.026168027928607295,16,3.679379152731445,1449,1.4199689064158716,16.85245299627061,0.7819572084973477,COMPLETE
14,0.010613286757073083,2026-01-13 13:46:30.192441,2026-01-13 13:46:33.338488,0 days 00:00:03.146047,0.5707553277699234,4.866725385397594,0.052873144724075775,15,2.9639357253955088,1592,1.8101166723539088,12.35265498646949,0.781056667286957,COMPLETE
15,0.010627262881263965,2026-01-13 13:46:33.339479,2026-01-13 13:46:36.007623,0 days 00:00:02.668144,0.5455470399548301,3.8422232682682766,0.08761299945196392,16,3.457367560421679,1491,2.618833365868006,7.0171751457641935,0.827403516367112,COMPLETE
