number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,state
0,0.008947983531702754,2026-01-13 13:31:55.276212,2026-01-13 13:31:58.908949,0 days 00:00:03.632737,0.8012895055702249,2.890358795720384,0.021510253390450988,2,9.199120463746405,1969,2.188650055442215e-06,2.9042752635798297,0.9618525112722895,COMPLETE
1,0.008903412836686777,2026-01-13 13:31:58.909873,2026-01-13 13:32:01.975197,0 days 00:00:03.065324,0.9575474327886329,3.0779647832972463,0.03800633879836736,3,4.810452943866439,1624,1.0186323437467093e-06,3.343788043495005,0.964241088450705,COMPLETE
2,0.008914896909660935,2026-01-13 13:32:01.976184,2026-01-13 13:32:06.544991,0 days 00:00:04.568807,0.7965825593496763,1.9149691348865432,0.015381518179732356,2,10.583023679778739,1337,5.596556877027382e-06,2.939405636561137,0.7932646358272587,COMPLETE
3,0.00885762746631838,2026-01-13 13:32:06.546143,2026-01-13 13:32:11.338885,0 days 00:00:04.792742,0.7835424165771325,2.874968776221616,0.017570886311313615,2,3.0483035902042728,1894,3.1671638576490797e-06,2.838373786170733,0.9395968813735187,COMPLETE
4,0.00901965820831662,2026-01-13 13:32:11.340119,2026-01-13 13:32:18.943523,0 days 00:00:07.603404,0.842390758864883,2.3588416123482334,0.0455775086020275,3,6.624472654443483,2209,1.5512588979848887e-05,2.3001387942829092,0.8387444167611704,COMPLETE
5,0.008900444469837461,2026-01-13 13:32:18.944536,2026-01-13 13:32:22.805009,0 days 00:00:03.860473,0.8348575590027842,1.4684425453106347,0.028583691388725005,2,5.9728212350423044,1522,8.306572721049121e-07,3.5113742043272578,0.8635854554542594,COMPLETE
6,0.008876971521528157,2026-01-13 13:32:22.805990,2026-01-13 13:32:26.740603,0 days 00:00:03.934613,0.9640296288514374,2.0353961928626765,0.015979737806608052,3,8.675106007397545,1293,6.145339839381741e-06,1.140867003139816,0.9565039850151117,COMPLETE
7,0.008909115401841444,2026-01-13 13:32:26.741611,2026-01-13 13:32:30.567993,0 days 00:00:03.826382,0.8883382875982088,2.6301354914744426,0.03715271493910472,3,10.327521688210883,2095,3.0041683225015642e-06,2.407996947785086,0.9300058310477037,COMPLETE
8,0.00892844828897204,2026-01-13 13:32:30.569074,2026-01-13 13:32:34.619087,0 days 00:00:04.050013,0.9641844583466102,2.634024811957161,0.016231426596976965,2,11.041464151383515,2067,1.2406824152694706e-05,3.0545182926953225,0.9377247203800577,COMPLETE
9,0.0089647503355657,2026-01-13 13:32:34.620146,2026-01-13 13:32:37.657033,0 days 00:00:03.036887,0.8875898520313488,2.7594666265663643,0.041519550228316895,2,9.230511793706025,1582,1.7054216437315206e-06,2.7327907418233495,0.8351595607949862,COMPLETE
10,0.008861871243418898,2026-01-13 13:32:37.657984,2026-01-13 13:32:41.531480,0 days 00:00:03.873496,0.7679934703069311,1.3130501269343675,0.021878728386772215,2,3.024044991722917,1879,5.053227488138425e-06,3.905233950885836,0.9002606025723469,COMPLETE
11,0.008916155439161686,2026-01-13 13:32:41.532510,2026-01-13 13:32:45.730084,0 days 00:00:04.197574,0.7710504936879399,1.227941786348814,0.022339958793658743,2,2.996354364347693,1854,6.232990616869051e-06,3.893142274168663,0.9064340811620335,COMPLETE
12,0.008904920308193152,2026-01-13 13:32:45.731273,2026-01-13 13:32:49.576330,0 days 00:00:03.845057,0.7693442390507644,1.6712403862364709,0.02077727350988618,2,3.012479948897372,1814,3.3803745290654067e-06,1.8495768547535438,0.8964724122116446,COMPLETE
13,0.00883693699647011,2026-01-13 13:32:49.577449,2026-01-13 13:32:53.088750,0 days 00:00:03.511301,0.8096099610452117,2.326449409485395,0.02797383603633613,2,4.581328273049644,1911,9.152251507836435e-06,3.928974406147293,0.9117461436916386,COMPLETE
14,0.008885969421994787,2026-01-13 13:32:53.089693,2026-01-13 13:32:56.135972,0 days 00:00:03.046279,0.8164768084984555,2.3292528749996393,0.02928050568405422,2,4.712084032837783,1687,9.86717290888589e-06,1.9006538583852581,0.9271401964057707,COMPLETE
15,0.008864527790411489,2026-01-13 13:32:56.136922,2026-01-13 13:33:00.692458,0 days 00:00:04.555536,0.8638808949812771,2.338941522857976,0.03065889670264026,2,4.650038672616258,2246,9.063513921780069e-06,3.507498190699392,0.8802601825061077,COMPLETE
16,0.008891711326394061,2026-01-13 13:33:00.693432,2026-01-13 13:33:04.667223,0 days 00:00:03.973791,0.8001469883603582,3.0498752189617653,0.024465356938648215,2,4.141265441855296,1969,1.738824400645442e-06,1.042856937817169,0.9282485521996434,COMPLETE
